"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV5359","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV5360","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Phormidium"
"ESV5362","Bacteria","Acidobacteria","Subgroup_5",NA,NA,NA
"ESV5363","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV5364","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV5365","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV5367","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"ESV5368","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV5369","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5370","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella"
"ESV5372","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV5373","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV5374","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5376","Bacteria","Acidobacteria","Holophagae","Subgroup_7",NA,NA
"ESV5378","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV5379","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Microcoleus"
"ESV5380","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae",NA
"ESV5381","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Paraburkholderia"
"ESV5382","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5383","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5384","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV5385","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5386","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5387","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV5388","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"ESV5389","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV5390","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Isosphaera"
"ESV5391","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV5392","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV5393","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"ESV5394","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"ESV5395","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ESV5396","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ESV5397","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV5398","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA
"ESV5399","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5400","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5401","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV5402","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV5403","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV5404","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV5405","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae",NA
"ESV5406","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV5407","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"ESV5408","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ESV5409","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ESV5410","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV5411","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV5412","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV5414","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV5415","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"ESV5416","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5417","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV5418","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"ESV5419","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5420","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV5421","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Cystobacter"
"ESV5422","Bacteria","Acidobacteria","Holophagae","Subgroup_7",NA,NA
"ESV5423","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV5424","Bacteria","TM6_(Dependentiae)",NA,NA,NA,NA
"ESV5425","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Mycoplana"
"ESV5426","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Viridibacillus"
"ESV5428","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV5429","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5430","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV5431","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5432","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV5433","Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20",NA,NA
"ESV5434","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5435","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter"
"ESV5436","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5437","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ESV5438","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5439","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"ESV5440","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"ESV5441","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV5442","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"ESV5443","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella"
"ESV5444","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV5445","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas"
"ESV5446","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ESV5447","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV5448","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter"
"ESV5449","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage"
"ESV5450","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV5451","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV5452","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV5453","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5455","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV5456","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5457","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV5458","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter"
"ESV5459","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV5460","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV5461","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae",NA
"ESV5462","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Zavarzinella"
"ESV5463","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ESV5464","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5465","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella"
"ESV5466","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5467","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae",NA
"ESV5468","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV5469","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5470","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"ESV5471","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5472","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5473","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV5474","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV5475","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV5476","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae",NA
"ESV5477","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5478","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)",NA
"ESV5479","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV5480","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5481","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV5482","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV5483","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora"
"ESV5484","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV5485","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"ESV5486","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5487","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea"
"ESV5488","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"ESV5489","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV5490","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"ESV5491","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella"
"ESV5492","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5493","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ESV5494","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV5495","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","YNPFFP1",NA
"ESV5496","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV5497","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV5498","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter"
"ESV5499","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"ESV5500","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Paraburkholderia"
"ESV5501","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5502","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV5503","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage"
"ESV5504","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5505","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV5506","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"ESV5507","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV5508","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV5509","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"ESV5510","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella"
"ESV5512","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Hamadaea"
"ESV5513","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA
"ESV5514","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV5515","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae",NA
"ESV5516","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV5517","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae",NA
"ESV5518","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Zavarzinella"
"ESV5519","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV5520","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5521","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV5522","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV5523","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ESV5524","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV5525","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV5526","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV5527","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage"
"ESV5528","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula"
"ESV5529","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5530","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"ESV5531","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ESV5532","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5533","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV5534","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)",NA
"ESV5535","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV5536","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV5537","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV5538","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5539","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV5540","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV5541","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV5542","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV5543","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"ESV5544","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV5545","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium"
"ESV5546","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV5547","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"ESV5548","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV5550","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV5551","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5552","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV5553","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV5554","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzihumus"
"ESV5555","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV5556","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"ESV5557","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV5558","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5559","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV5560","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)",NA
"ESV5561","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA
"ESV5562","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV5563","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","G55"
"ESV5564","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV5565","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5566","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV5567","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"ESV5568","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA
"ESV5569","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV5570","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"ESV5571","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter"
"ESV5572","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV5573","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frondihabitans"
"ESV5574","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula"
"ESV5575","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV5576","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
